Index,Species,Type1,Type2,Ability1,Ability2,Ability3,level,base_experience,HP,Attack,Defence,Sp.Attack,Sp.Defence,Speed,Total,Weight,Height,Seed Type,Egg Type1,Egg Type2,Moves
721,Volcanion,Fire,Water,Water Absorb,NULL,NULL,50,300,80,110,120,130,90,70,600,429.9 lbs.,"5'07""",Steam Pokémon,Undiscovered,NULL,"fire-punch, ice-punch, thunder-punch, take-down, psybeam, hyper-beam, thunderbolt, thunder-wave, toxic, confusion, psychic, double-team, light-screen, reflect, swift, dream-eater, flash, rest, substitute, thief, snore, protect, scary-face, destiny-bond, sandstorm, endure, swagger, sleep-talk, return, frustration, safeguard, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, uproar, torment, facade, focus-punch, taunt, trick, role-play, magic-coat, recycle, brick-break, knock-off, skill-swap, snatch, secret-power, astonish, rock-tomb, signal-beam, block, covet, calm-mind, shock-wave, gravity, embargo, fling, last-resort, dark-pulse, drain-punch, focus-blast, energy-ball, giga-impact, nasty-plot, zen-headbutt, trick-room, gunk-shot, grass-knot, charge-beam, guard-split, power-split, wonder-room, psyshock, telekinesis, magic-room, foul-play, round, ally-switch, quash, dual-chop, phantom-force, confide, hyperspace-hole, power-up-punch, laser-focus, throat-chop, psychic-terrain, expanding-force, skitter-smack, lash-out, tera-blast, psychic-noise"
722,Rowlet,Grass,Flying,Overgrow,Overgrow,Long Reach,50,64,68,55,55,50,50,42,320,3.3 lbs.,"1'00""",Grass Quill Pokémon,Flying,NULL,"cut, stomp, body-slam, take-down, double-edge, leer, roar, flamethrower, mist, water-gun, hydro-pump, hyper-beam, strength, solar-beam, fire-spin, earthquake, dig, toxic, double-team, haze, focus-energy, self-destruct, fire-blast, explosion, rest, rock-slide, substitute, snore, protect, scary-face, sludge-bomb, sandstorm, endure, swagger, sleep-talk, return, frustration, hidden-power, rain-dance, sunny-day, rock-smash, heat-wave, will-o-wisp, facade, taunt, superpower, brick-break, secret-power, weather-ball, overheat, rock-tomb, mud-shot, water-pulse, gyro-ball, fling, flare-blitz, focus-blast, earth-power, giga-impact, thunder-fang, fire-fang, flash-cannon, defog, stone-edge, smack-down, sludge-wave, heavy-slam, flame-charge, round, scald, incinerate, bulldoze, wild-charge, heat-crash, misty-terrain, confide, steam-eruption, stomping-tantrum, liquidation, body-press, scorching-sands, tera-blast"
723,Dartrix,Grass,Flying,Overgrow,Overgrow,Long Reach,50,147,78,75,75,70,70,52,420,35.3 lbs.,"2'04""",Blade Quill Pokémon,Flying,NULL,"swords-dance, gust, fury-attack, tackle, take-down, growl, peck, razor-leaf, solar-beam, toxic, night-shade, double-team, confuse-ray, light-screen, haze, swift, sky-attack, rest, substitute, snore, curse, protect, foresight, giga-drain, endure, false-swipe, swagger, steel-wing, attract, sleep-talk, return, frustration, safeguard, baton-pass, synthesis, hidden-power, rain-dance, sunny-day, facade, nature-power, helping-hand, knock-off, feather-dance, astonish, air-cutter, bullet-seed, aerial-ace, covet, magical-leaf, leaf-blade, roost, pluck, worry-seed, sucker-punch, seed-bomb, air-slash, energy-ball, brave-bird, nasty-plot, shadow-claw, shadow-sneak, defog, leaf-storm, grass-knot, ominous-wind, round, echoed-voice, grass-pledge, work-up, grassy-terrain, confide, leafage, grassy-glide, dual-wingbeat, tera-blast, trailblaze"
724,Decidueye,Grass,Ghost,Overgrow,Overgrow,Long Reach,50,265,78,107,75,100,100,70,530,80.7 lbs.,"5'03""",Arrow Quill Pokémon,Flying,NULL,"swords-dance, gust, fury-attack, tackle, take-down, growl, peck, razor-leaf, solar-beam, toxic, night-shade, double-team, confuse-ray, light-screen, haze, swift, sky-attack, rest, substitute, snore, protect, foresight, giga-drain, endure, false-swipe, swagger, steel-wing, attract, sleep-talk, return, frustration, safeguard, baton-pass, synthesis, hidden-power, rain-dance, sunny-day, facade, nature-power, helping-hand, knock-off, feather-dance, astonish, air-cutter, bullet-seed, aerial-ace, covet, magical-leaf, leaf-blade, roost, pluck, tailwind, worry-seed, sucker-punch, seed-bomb, air-slash, energy-ball, brave-bird, nasty-plot, shadow-claw, shadow-sneak, defog, leaf-storm, grass-knot, ominous-wind, round, echoed-voice, grass-pledge, work-up, grassy-terrain, confide, leafage, grassy-glide, dual-wingbeat, tera-blast, trailblaze"
725,Litten,Fire,NULL,Blaze,Blaze,Intimidate,50,64,45,65,40,60,40,70,320,9.5 lbs.,"1'04""",Fire Cat Pokémon,Field,NULL,"swords-dance, fury-attack, tackle, take-down, growl, hyper-beam, peck, low-kick, razor-leaf, solar-beam, toxic, night-shade, double-team, confuse-ray, light-screen, haze, swift, sky-attack, rest, substitute, snore, curse, reversal, spite, protect, scary-face, foresight, giga-drain, endure, false-swipe, swagger, steel-wing, attract, sleep-talk, return, frustration, safeguard, baton-pass, synthesis, hidden-power, rain-dance, sunny-day, shadow-ball, facade, focus-punch, nature-power, taunt, helping-hand, brick-break, knock-off, imprison, feather-dance, astonish, air-cutter, rock-tomb, bullet-seed, aerial-ace, frenzy-plant, bulk-up, covet, magical-leaf, leaf-blade, roost, pluck, tailwind, u-turn, close-combat, worry-seed, sucker-punch, aura-sphere, seed-bomb, air-slash, focus-blast, energy-ball, brave-bird, giga-impact, nasty-plot, shadow-claw, shadow-sneak, psycho-cut, defog, leaf-storm, grass-knot, ominous-wind, smack-down, low-sweep, round, echoed-voice, hex, acrobatics, grass-pledge, work-up, hurricane, phantom-force, grassy-terrain, confide, spirit-shackle, solar-blade, leafage, laser-focus, grassy-glide, skitter-smack, poltergeist, coaching, dual-wingbeat, tera-blast, trailblaze, upper-hand"
726,Torracat,Fire,NULL,Blaze,Blaze,Intimidate,50,147,65,85,50,80,50,90,420,55.1 lbs.,"2'04""",Fire Cat Pokémon,Field,NULL,"pay-day, scratch, swords-dance, double-kick, body-slam, take-down, thrash, double-edge, leer, bite, growl, roar, ember, flamethrower, fire-spin, toxic, double-team, lick, fire-blast, leech-life, fury-swipes, rest, substitute, snore, protect, scary-face, outrage, endure, swagger, attract, sleep-talk, return, frustration, hidden-power, sunny-day, crunch, fake-out, heat-wave, torment, will-o-wisp, facade, taunt, helping-hand, revenge, endeavor, overheat, bulk-up, covet, u-turn, flare-blitz, nasty-plot, shadow-claw, fire-fang, flame-charge, round, acrobatics, fire-pledge, work-up, parting-shot, confide, power-trip, tera-blast, trailblaze, temper-flare"
727,Incineroar,Fire,Dark,Blaze,Blaze,Intimidate,50,265,95,115,90,80,90,60,530,183.0 lbs.,"5'11""",Heel Pokémon,Field,NULL,"pay-day, scratch, swords-dance, double-kick, body-slam, take-down, thrash, double-edge, leer, bite, growl, roar, ember, flamethrower, fire-spin, toxic, double-team, lick, fire-blast, leech-life, fury-swipes, rest, substitute, snore, protect, scary-face, outrage, endure, swagger, attract, sleep-talk, return, frustration, hidden-power, sunny-day, crunch, fake-out, heat-wave, torment, will-o-wisp, facade, taunt, helping-hand, revenge, endeavor, overheat, bulk-up, covet, u-turn, flare-blitz, nasty-plot, shadow-claw, fire-fang, flame-charge, round, acrobatics, fire-pledge, work-up, dual-chop, parting-shot, confide, power-trip, tera-blast, trailblaze, temper-flare"
728,Popplio,Water,NULL,Torrent,Torrent,Liquid Voice,50,64,50,54,54,66,56,40,320,16.5 lbs.,"1'04""",Sea Lion Pokémon,Water 1,Field,"mega-punch, pay-day, fire-punch, thunder-punch, scratch, swords-dance, bind, double-kick, mega-kick, body-slam, take-down, thrash, double-edge, leer, bite, growl, roar, ember, flamethrower, hyper-beam, low-kick, fire-spin, earthquake, toxic, double-team, lick, fire-blast, leech-life, fury-swipes, rest, substitute, thief, snore, reversal, protect, scary-face, outrage, endure, swagger, attract, sleep-talk, return, frustration, baton-pass, hidden-power, cross-chop, sunny-day, crunch, fake-out, heat-wave, torment, will-o-wisp, facade, focus-punch, taunt, helping-hand, superpower, revenge, brick-break, knock-off, endeavor, snatch, blaze-kick, blast-burn, overheat, aerial-ace, bulk-up, covet, u-turn, close-combat, assurance, embargo, fling, flare-blitz, dark-pulse, drain-punch, focus-blast, giga-impact, nasty-plot, shadow-claw, fire-fang, iron-head, flame-charge, low-sweep, round, quash, acrobatics, fire-pledge, bulldoze, work-up, dual-chop, heat-crash, snarl, parting-shot, confide, darkest-lariat, throat-chop, power-trip, brutal-swing, stomping-tantrum, burning-jealousy, lash-out, scorching-sands, tera-blast, trailblaze, temper-flare"
729,Brionne,Water,NULL,Torrent,Torrent,Liquid Voice,50,147,60,69,69,91,81,50,420,38.6 lbs.,"2'00""",Pop Star Pokémon,Water 1,Field,"pound, double-slap, growl, sing, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, toxic, double-team, waterfall, swift, amnesia, rest, substitute, snore, protect, perish-song, icy-wind, endure, charm, swagger, attract, sleep-talk, return, frustration, encore, iron-tail, hidden-power, rain-dance, whirlpool, uproar, hail, facade, helping-hand, dive, hyper-voice, covet, water-pulse, brine, aqua-ring, aqua-tail, captivate, aqua-jet, wonder-room, round, echoed-voice, scald, acrobatics, water-pledge, work-up, disarming-voice, draining-kiss, misty-terrain, play-rough, moonblast, confide, aromatic-mist, baby-doll-eyes, life-dew, flip-turn, triple-axel, tera-blast, ice-spinner, chilling-water"
730,Primarina,Water,Fairy,Torrent,Torrent,Liquid Voice,50,265,80,74,74,126,116,60,530,97.0 lbs.,"5'11""",Soloist Pokémon,Water 2,Field,"pound, double-slap, body-slam, growl, sing, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, toxic, double-team, waterfall, swift, amnesia, rest, substitute, snore, protect, perish-song, icy-wind, endure, charm, swagger, attract, sleep-talk, return, frustration, encore, iron-tail, hidden-power, rain-dance, whirlpool, uproar, hail, facade, helping-hand, dive, hyper-voice, covet, water-pulse, brine, aqua-ring, aqua-tail, captivate, aqua-jet, wonder-room, round, echoed-voice, scald, acrobatics, water-pledge, work-up, disarming-voice, draining-kiss, misty-terrain, play-rough, moonblast, confide, baby-doll-eyes, life-dew, flip-turn, triple-axel, tera-blast, ice-spinner, chilling-water"
731,Pikipek,Normal,Flying,Keen Eye,Skill Link,Pickup,50,53,35,75,30,30,30,65,265,2.6 lbs.,"1'00""",Woodpecker Pokémon,Flying,NULL,"pound, double-slap, body-slam, growl, sing, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, toxic, psychic, double-team, light-screen, haze, reflect, waterfall, swift, amnesia, rest, substitute, snore, protect, perish-song, icy-wind, endure, charm, swagger, attract, sleep-talk, return, frustration, encore, iron-tail, hidden-power, rain-dance, psych-up, shadow-ball, whirlpool, uproar, hail, facade, helping-hand, magic-coat, dive, hyper-voice, hydro-cannon, weather-ball, covet, calm-mind, water-pulse, brine, aqua-ring, aqua-tail, energy-ball, giga-impact, captivate, aqua-jet, wonder-room, round, echoed-voice, stored-power, scald, acrobatics, water-pledge, work-up, disarming-voice, draining-kiss, misty-terrain, play-rough, moonblast, confide, dazzling-gleam, baby-doll-eyes, sparkling-aria, liquidation, life-dew, misty-explosion, flip-turn, triple-axel, tera-blast, ice-spinner, snowscape, chilling-water, alluring-voice, psychic-noise"
732,Trumbeak,Normal,Flying,Keen Eye,Skill Link,Pickup,50,124,55,85,50,40,50,75,355,32.6 lbs.,"2'00""",Bugle Beak Pokémon,Flying,NULL,"swords-dance, fly, fury-attack, take-down, growl, supersonic, peck, drill-peck, toxic, screech, double-team, mirror-move, sky-attack, rest, substitute, thief, snore, protect, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, hidden-power, sunny-day, rock-smash, uproar, heat-wave, facade, helping-hand, brick-break, knock-off, endeavor, feather-dance, hyper-voice, air-cutter, bullet-seed, aerial-ace, roost, pluck, tailwind, u-turn, air-slash, brave-bird, defog, gunk-shot, smack-down, flame-charge, round, echoed-voice, acrobatics, work-up, boomburst, confide, dual-wingbeat, tera-blast"
733,Toucannon,Normal,Flying,Keen Eye,Skill Link,Sheer Force,50,218,80,120,75,75,75,60,485,57.3 lbs.,"3'07""",Cannon Pokémon,Flying,NULL,"swords-dance, fly, fury-attack, take-down, growl, supersonic, peck, drill-peck, toxic, screech, double-team, swift, sky-attack, rest, substitute, thief, snore, protect, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, hidden-power, sunny-day, rock-smash, uproar, heat-wave, facade, helping-hand, brick-break, knock-off, endeavor, feather-dance, hyper-voice, air-cutter, bullet-seed, aerial-ace, rock-blast, roost, pluck, tailwind, u-turn, air-slash, brave-bird, defog, gunk-shot, smack-down, flame-charge, round, echoed-voice, acrobatics, work-up, boomburst, confide, dual-wingbeat, tera-blast"
734,Yungoos,Normal,NULL,Stakeout,Strong Jaw,Adaptability,50,51,48,70,30,30,30,45,253,13.2 lbs.,"1'04""",Loitering Pokémon,Field,NULL,"swords-dance, fly, fury-attack, take-down, growl, supersonic, hyper-beam, peck, drill-peck, toxic, screech, double-team, swift, sky-attack, rest, substitute, thief, snore, protect, scary-face, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, encore, hidden-power, sunny-day, psych-up, rock-smash, uproar, heat-wave, facade, helping-hand, brick-break, knock-off, endeavor, feather-dance, hyper-voice, air-cutter, overheat, bullet-seed, aerial-ace, rock-blast, roost, pluck, tailwind, u-turn, seed-bomb, air-slash, brave-bird, giga-impact, flash-cannon, defog, gunk-shot, smack-down, flame-charge, round, echoed-voice, acrobatics, work-up, hurricane, boomburst, confide, throat-chop, beak-blast, dual-wingbeat, tera-blast, temper-flare"
735,Gumshoos,Normal,NULL,Stakeout,Strong Jaw,Adaptability,50,146,88,110,60,55,60,45,418,31.3 lbs.,"2'04""",Stakeout Pokémon,Field,NULL,"sand-attack, tackle, take-down, thrash, double-edge, leer, bite, earthquake, dig, toxic, double-team, bide, rest, hyper-fang, super-fang, substitute, thief, snore, reversal, protect, scary-face, mud-slap, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, pursuit, iron-tail, hidden-power, rain-dance, sunny-day, crunch, uproar, torment, facade, taunt, helping-hand, revenge, yawn, endeavor, odor-sleuth, rock-tomb, mud-shot, shock-wave, u-turn, payback, last-resort, seed-bomb, thunder-fang, ice-fang, fire-fang, zen-headbutt, round, echoed-voice, bulldoze, work-up, wild-charge, confide, psychic-fangs, stomping-tantrum, tera-blast, trailblaze, chilling-water"
736,Grubbin,Bug,NULL,Swarm,Swarm,Swarm,50,60,47,62,45,55,45,46,300,9.7 lbs.,"1'04""",Larva Pokémon,Bug,NULL,"fire-punch, ice-punch, thunder-punch, sand-attack, tackle, body-slam, take-down, thrash, double-edge, leer, bite, roar, hyper-beam, earthquake, dig, toxic, double-team, bide, rest, hyper-fang, super-fang, substitute, thief, snore, curse, reversal, protect, scary-face, mud-slap, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, pursuit, iron-tail, hidden-power, rain-dance, sunny-day, crunch, uproar, torment, facade, focus-punch, taunt, helping-hand, yawn, knock-off, endeavor, odor-sleuth, rock-tomb, block, mud-shot, shock-wave, u-turn, payback, fling, last-resort, seed-bomb, giga-impact, thunder-fang, ice-fang, fire-fang, zen-headbutt, iron-head, low-sweep, round, echoed-voice, bulldoze, work-up, wild-charge, dual-chop, confide, psychic-fangs, stomping-tantrum, tera-blast, trailblaze, chilling-water"
737,Charjabug,Bug,Electric,Battery,Battery,Battery,50,140,57,82,95,55,75,36,400,23.1 lbs.,"1'08""",Battery Pokémon,Bug,NULL,"vice-grip, take-down, bite, string-shot, thunderbolt, thunder-wave, dig, toxic, screech, double-team, harden, light-screen, rest, substitute, snore, protect, mud-slap, endure, swagger, spark, attract, sleep-talk, return, frustration, baton-pass, hidden-power, rain-dance, crunch, facade, charge, mud-shot, shock-wave, magnet-rise, poison-jab, x-scissor, discharge, bug-bite, charge-beam, round, acrobatics, volt-switch, struggle-bug, electroweb, wild-charge, sticky-web, confide, electric-terrain, lunge, rising-voltage, skitter-smack, tera-blast, pounce"
738,Vikavolt,Bug,Electric,Levitate,Levitate,Levitate,50,250,77,70,90,145,75,43,500,99.2 lbs.,"4'11""",Stag Beetle Pokémon,Bug,NULL,"vice-grip, take-down, bite, string-shot, thunderbolt, thunder-wave, thunder, dig, toxic, screech, double-team, harden, light-screen, rest, substitute, snore, protect, mud-slap, endure, swagger, spark, attract, sleep-talk, return, frustration, baton-pass, hidden-power, rain-dance, crunch, facade, charge, iron-defense, mud-shot, shock-wave, magnet-rise, poison-jab, x-scissor, discharge, bug-bite, charge-beam, electro-ball, round, acrobatics, volt-switch, struggle-bug, electroweb, wild-charge, sticky-web, confide, eerie-impulse, electric-terrain, lunge, rising-voltage, skitter-smack, tera-blast, pounce"
739,Crabrawler,Fighting,NULL,Hyper Cutter,Iron Fist,Anger Point,50,68,47,82,57,42,47,63,338,15.4 lbs.,"2'00""",Boxing Pokémon,Water 3,NULL,"vice-grip, guillotine, fly, take-down, bite, hyper-beam, solar-beam, string-shot, thunderbolt, thunder-wave, thunder, dig, toxic, agility, screech, double-team, harden, light-screen, swift, rest, substitute, snore, protect, mud-slap, zap-cannon, endure, swagger, spark, attract, sleep-talk, return, frustration, baton-pass, hidden-power, rain-dance, crunch, facade, charge, signal-beam, iron-defense, mud-shot, shock-wave, roost, magnet-rise, poison-jab, air-slash, x-scissor, bug-buzz, energy-ball, giga-impact, flash-cannon, discharge, bug-bite, charge-beam, electro-ball, round, sky-drop, acrobatics, volt-switch, struggle-bug, bulldoze, electroweb, wild-charge, sticky-web, confide, eerie-impulse, electric-terrain, laser-focus, lunge, rising-voltage, skitter-smack, dual-wingbeat, tera-blast, pounce, supercell-slam"
